Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2002-01-20,2002-02-20,2002-03-20,2002-04-20,2002-05-20,2002-06-20,2002-07-20,2002-08-20,2002-09-20,2002-10-20,2002-11-20,2002-12-20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,2003-01-20,2003-02-20,2003-03-20,2003-04-20,2003-05-20,2003-06-20,2003-07-20,2003-08-20,2003-09-20,2003-10-20,2003-11-20,2003-12-20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,2004-01-20,2004-02-20,2004-03-20,2004-04-20,2004-05-20,2004-06-20,2004-07-20,2004-08-20,2004-09-20,2004-10-20,2004-11-20,2004-12-20,4/13/20,9/13/21,9/14/21,9/15/21,9/16/21,9/17/21,9/18/21,9/19/21,9/20/21,9/21/21,9/22/21,9/23/21,9/24/21,9/25/21,9/26/21,9/27/21,9/28/21,9/29/21,9/30/21,2010-01-21,2010-02-21,2010-03-21,2010-04-21,2010-05-21,2010-06-21,2010-07-21,2010-08-21,2010-09-21,2010-10-21,2010-11-21,2010-12-21,10/13/21,10/14/21,10/15/21,10/16/21,10/17/21,10/18/21,10/19/21,10/20/21,10/21/21,10/22/21,10/23/21,10/24/21,10/25/21,10/26/21,10/27/21,10/28/21,10/29/21,10/30/21,10/31/21,2011-01-21,2011-02-21,2011-03-21,2011-04-21,2011-05-21,2011-06-21,2011-07-21,2011-08-21,2011-09-21,2011-10-21,2011-11-21,2011-12-21,11/13/21,11/14/21,11/15/21,11/16/21,11/17/21,11/18/21,11/19/21,11/20/21,11/21/21,11/22/21,11/23/21,11/24/21,11/25/21,11/26/21,11/27/21,11/28/21,11/29/21,11/30/21,2012-01-21,2012-02-21,2012-03-21,2012-04-21,2012-05-21,2012-06-21,2012-07-21,2012-08-21,2012-09-21,2012-10-21,2012-11-21,2012-12-21,12/13/21,12/14/21,12/15/21,12/16/21,12/17/21,12/18/21
,Costa Rica,9.7489,-83.7534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,9,9,13,22,23,26,27,35,41,50,69,89,117,134,158,177,201,231,263,295,314,330,347,375,396,416,435,454,467,483,502,539,558,577,595,612,489784,496736,499461,502362,505163,505163,505163,510653,513384,515931,518632,521182,521182,521182,525999,528077,530113,532185,533873,533873,533873,537916,539422,541036,542653,544021,544021,544021,546595,547914,549084,550134,551144,551144,551144,552953,553661,554604,554604,555970,555970,555970,557165,557922,558654,559250,559698,559698,559698,560563,561054,561432,561829,562316,562316,562316,562966,563290,563290,563924,564159,564159,564159,564662,564901,565096,565347,565548,565548,565548,565952,566119,566296,566429,566560,566560,566560,566560,566839,566959,567263,567383,567383,567383,567614,567706,567706,567906,567995,567995,567995,567995,568305,568373,568428,568538,568538
,Cote d'Ivoire,7.54,-5.5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,6,9,9,14,14,25,73,80,96,101,101,165,168,179,190,194,218,245,261,323,349,384,444,444,533,574,626,58148,58226,58341,58531,58743,58889,59020,59153,59239,59408,59558,59656,59778,59879,59977,60020,60138,60253,60335,60376,60424,60424,60481,60573,60641,60691,60785,60819,60829,60878,60878,60942,60982,60982,61038,61072,61089,61113,61139,61152,61178,61178,61208,61221,61252,61267,61271,61292,61297,61311,61319,61330,61370,61387,61404,61421,61426,61442,61458,61486,61486,61503,61511,61511,61523,61536,61553,61568,61577,61591,61591,61652,61660,61665,61686,61704,61708,61712,61724,61758,61775,61794,61817,61824,61826,61844,61857,61863,61882,61896,61905,61905,61907,61943,61998,62032,62077
,Croatia,45.1,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,6,7,7,9,10,10,11,12,12,12,14,19,19,32,38,49,57,65,81,105,128,206,254,315,382,442,495,586,657,713,790,867,963,1011,1079,1126,1182,1222,1282,1343,1407,1495,1534,1600,1650,384082,385056,386891,388260,389654,391109,391984,392248,393285,395097,396470,397761,399054,399891,400108,401169,403080,404790,406307,407755,408699,408918,409992,411917,413665,415356,416950,417858,418028,419035,421057,422908,424666,426613,427914,428233,429974,433136,436189,439447,443032,445325,446005,449365,453936,458090,462482,467029,470348,471474,472259,476832,483142,490074,497168,501327,502569,507535,514850,521837,528286,534601,538752,539887,544330,551000,558270,560504,566118,570380,571707,576633,582769,589015,594475,599977,603316,604347,608205,613914,619255,623776,628241,631037,631765,635027,639778,644206,648003,651863,654202,654655,657726,662397,666162,669940,673427
,Cuba,21.521757,-77.781167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,5,7,11,16,21,35,40,48,57,67,80,119,139,170,186,212,233,269,288,320,350,396,457,515,564,620,669,726,753544,761060,768497,776125,784416,792933,801367,809911,818200,825351,832286,839981,847494,854167,860799,866808,872425,877428,882477,887350,891447,895719,900512,904108,907941,911337,914779,918383,921328,923966,926320,928684,930822,932768,934965,936809,938577,940127,941562,943038,944431,945750,946960,947935,948847,949747,950613,951325,952001,952634,953183,953750,954342,954948,955498,955981,956452,956919,957332,957735,958097,958390,958738,959064,959307,959553,959869,960185,960472,960802,961042,961276,961458,961698,961884,962067,962220,962350,962486,962628,962778,962892,963002,963090,963194,963269,963347,963428,963493,963566,963628,963693,963751,963813,963885,963958,964035
,Cyprus,35.1264,33.4299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,14,21,30,40,40,58,58,67,84,95,116,124,132,146,162,179,214,230,262,320,356,396,426,446,465,494,526,564,595,616,633,117931,118090,118216,118446,118570,118723,118863,118957,119113,119230,119336,119481,119590,119689,119767,119903,120020,120143,120272,120272,120272,120498,120615,120761,120861,120992,120992,120992,121364,121534,121700,121842,121995,121995,121995,122362,122528,122709,122852,122996,122996,122996,123357,123546,123708,123908,124017,124017,124017,124444,124724,124973,125161,125413,125413,125413,125947,126231,126497,126772,127036,127036,127036,127684,128038,128770,129158,129158,129888,129888,130591,131028,131462,131462,131951,131951,131951,133860,134473,134965,135503,136097,136525,136832,137538,138157,138733,139368,140030,140458,140851,141566,142228,142878,143510,144205,144713
,Czechia,49.8175,15.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,12,18,19,31,31,41,91,94,141,189,253,298,396,464,694,833,995,1120,1236,1394,1654,1925,2279,2631,2817,3001,3308,3508,3858,4091,4472,4587,4822,5017,5312,5569,5732,5831,5991,6059,1683315,1683802,1684357,1684881,1685435,1685878,1686182,1686364,1686851,1687448,1687973,1688457,1688953,1689364,1689620,1690288,1690758,1691489,1692412,1693234,1693790,1694107,1694910,1696016,1697064,1698061,1699074,1699743,1700078,1704003,1705532,1704436,1705971,1707756,1708925,1709716,1712246,1715515,1718808,1722446,1726690,1729458,1731287,1735552,1741859,1747701,1752086,1757821,1762902,1765654,1773291,1783227,1792707,1801154,1810395,1816161,1819158,1828440,1843019,1856555,1866969,1881206,1890405,1896075,1907629,1930214,1944400,1957816,1980849,1995291,2018069,2019030,2044018,2062064,2089857,2110274,2132380,2133098,2150042,2172084,2193289,2211972,2229715,2240721,2247067,2262666,2282212,2298441,2312736,2325181,2334289,2338402,2350338,2367076,2378728,2388253,2397246
Faroe Islands,Denmark,61.8926,-6.9118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,9,11,18,47,58,72,80,92,115,118,122,132,140,144,155,159,168,169,173,177,179,181,181,183,184,184,184,184,184,184,184,1037,1041,1046,1050,1053,1059,1067,1070,1077,1078,1086,1098,1115,1122,1127,1140,1161,1178,1178,1210,1217,1217,1237,1237,1246,1268,1280,1280,1301,1311,1319,1323,1332,1332,1350,1350,1350,1350,1410,1448,1537,1615,1615,1714,1778,1930,2011,2082,2145,2212,2288,2373,2484,2538,2586,2615,2667,2731,2778,2778,2778,2903,2939,2966,3017,3045,3090,3131,3169,3169,3209,3244,3284,3337,3408,3408,3505,3553,3626,3688,3750,3796,3796,3916,3957,4053,4134,4212,4275,4275,4372,4413,4477,4477,4477,4639,4639
Greenland,Denmark,71.7069,-42.6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,4,5,6,6,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,395,409,433,441,454,464,464,469,504,528,541,553,553,565,565,571,573,576,584,584,591,591,595,600,601,620,623,623,623,630,638,645,654,654,654,654,688,700,716,731,731,731,746,772,779,787,799,799,799,810,823,835,846,859,859,859,882,922,963,982,990,990,990,1039,1070,1095,1116,1129,1129,1129,1188,1292,1311,1311,1332,1332,1332,1456,1456,1456,1542,1582,1582,1582,1621,1663,1746,1774,1774,1813,1831,1876,1876,1917,1937,1969,1969
,Denmark,56.2639,9.5018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,6,10,10,23,23,35,90,262,442,615,801,827,864,914,977,1057,1151,1255,1326,1395,1450,1591,1724,1877,2046,2201,2395,2577,2860,3107,3386,3757,4077,4369,4681,5071,5402,5635,5819,5996,6174,6318,352636,353061,353431,353744,354068,354393,354645,354913,355257,355603,355944,356326,356684,357037,357370,357827,358369,358796,359237,359663,360031,360411,360888,361461,362068,362738,363356,363900,364464,365051,365840,366607,367307,368060,368651,369403,370159,371286,372533,373803,375065,376414,377825,379078,380949,382796,384580,386251,387783,389240,391221,393199,395797,398048,400145,402561,404855,407417,410434,412566,417151,420099,423322,426992,430891,434798,438811,442881,446676,450091,453802,458001,462427,466817,470893,474637,478927,483253,487401,492521,497201,501760,506085,509111,516257,522581,529210,536195,542794,548400,554389,562188,570502,579275,589274,600468,609062
,Diamond Princess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,64,135,135,175,175,218,285,355,454,542,621,634,634,634,691,691,691,705,705,705,705,705,705,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712
,Djibouti,11.8251,42.5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,11,11,12,14,18,18,30,33,40,49,50,59,90,90,135,135,150,187,214,298,11873,11897,11927,11960,11960,11960,12040,12085,12143,12207,12253,12253,12253,12253,12253,12636,12705,12811,12870,12881,12922,12976,13057,13116,13179,13179,13179,13179,13229,13320,13347,13369,13377,13383,13396,13415,13423,13423,13423,13436,13444,13451,13458,13461,13461,13472,13478,13478,13478,13482,13486,13487,13489,13491,13491,13491,13493,13493,13493,13494,13494,13495,13495,13496,13497,13500,13500,13501,13501,13501,13501,13503,13503,13504,13504,13504,13504,13504,13504,13504,13505,13506,13508,13508,13508,13508,13509,13514,13514,13514,13514,13514,13514,13526,13526,13527,13528
,Dominica,15.415,-61.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,7,11,11,11,11,11,12,12,12,12,14,14,15,15,15,15,16,16,16,16,2280,2634,2698,2758,2758,2758,2758,2908,2908,3134,3197,3197,3197,3293,3293,3293,3293,3481,3555,3602,3673,3699,3786,3844,3893,3948,3948,4006,4020,4086,4113,4153,4153,4153,4153,4153,4366,4412,4465,4508,4508,4508,4574,4659,4691,4742,4783,4783,4823,4823,4823,4823,4961,4961,4961,4961,5070,5070,5176,5235,5235,5235,5336,5336,5441,5441,5550,5589,5589,5642,5642,5642,5642,5819,5819,5819,5955,5955,6028,6028,6120,6120,6120,6120,6086,6086,6176,6208,6233,6233,6233,6233,6257,6286,6286,6286,6286
,Dominican Republic,18.7357,-70.1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,5,5,5,5,5,5,11,11,11,21,21,34,72,112,202,245,312,392,488,581,719,859,901,1109,1284,1380,1488,1488,1745,1828,1956,2111,2349,2620,2759,2967,3167,353542,353887,354169,354443,354716,355013,355150,355378,355721,356042,356321,356694,356934,357149,357517,357982,358455,359047,359597,360257,360830,361402,362103,362849,363735,364252,365063,365558,366191,366711,367379,368131,368830,369700,370451,371447,372077,373040,373929,374722,375545,376272,376736,377385,378234,379336,380215,380974,381667,382476,383317,384208,385181,386285,387269,388165,389090,390058,391104,392223,393383,394608,395856,397016,398018,398880,399773,400846,401914,402731,403438,404284,404754,405513,406021,406511,406803,407113,407251,407474,407629,407918,408245,408516,408748,409002,409232,409490,409862,410087,410265,410412,410720,410926,411014,411266,411449
,Ecuador,-1.8312,-78.1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,10,13,13,13,14,15,15,17,17,17,28,28,37,58,111,199,367,506,789,981,1082,1173,1403,1595,1823,1924,1962,2240,2748,3163,3368,3465,3646,3747,3747,4450,4965,7161,7257,7466,7529,505278,505278,505628,505860,505860,505860,507003,507020,507020,507020,507020,507858,507858,507858,508655,508655,509238,509238,509238,509238,510619,510954,510954,511317,511699,511699,511699,511699,512044,512071,512071,513026,513026,513026,513026,513026,514087,514087,514087,514087,514087,515606,515659,515659,515859,515859,515859,515859,515859,515859,515859,515859,518274,518274,519386,519386,519386,519560,519560,519560,519560,519560,519560,521792,521792,521792,521792,521792,523847,523847,524353,524432,524432,524432,524432,524432,524432,526615,526870,526870,526870,526870,526870,526870,529349,529456,530126,530126,530865,530865,533190,533190,533457,534176,535414,536129,536129
,Egypt,26.820553,30.802498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,15,15,49,55,59,60,67,80,109,110,150,196,196,256,285,294,327,366,402,456,495,536,576,609,656,710,779,865,985,1070,1173,1322,1450,1560,1699,1794,1939,2065,2190,293448,293951,294482,295051,295639,296276,296929,297608,298296,298988,299710,300278,300945,301625,302327,303045,303783,304524,305269,306030,306798,307569,308347,309135,309934,310745,311576,312413,313259,314116,314977,315842,316711,317585,318456,319339,320207,321084,321967,322852,323733,324619,325508,326379,327286,328209,329136,330084,331017,331968,332889,333840,334751,335673,336582,337485,338414,339335,340269,341188,342097,343026,343026,344907,345848,346808,347719,348611,349513,350397,351267,352123,353024,353923,354836,355767,356718,357629,358578,359516,360435,361368,362260,363162,364033,364922,365831,366634,367456,368335,369198,369198,370819,371698,372599,373509,374411
,El Salvador,13.7942,-88.8965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,5,9,13,13,19,24,30,32,32,41,46,56,62,69,78,93,103,117,118,125,137,99701,99701,99701,99701,99701,99701,99701,102024,102024,102024,102024,102024,102024,102024,104348,104348,104348,104348,104348,104348,104348,104348,104348,107335,107664,107664,107664,107664,107664,107664,107664,109881,110188,110188,110188,110188,110188,110188,110188,112290,112290,112290,112290,113422,113422,113422,113422,113422,113422,113422,113422,113422,113422,113422,116258,116258,116258,116258,117350,117350,117544,117722,117884,118041,118041,118041,118041,118041,118041,118041,118041,118041,118041,118041,118041,118919,119803,119803,119803,119803,119803,119803,119803,119803,119803,119803,119803,119803,119803,119803,121127,121200,121267,121267,121384,121437,121484
,Equatorial Guinea,1.6508,10.2679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,6,6,6,6,9,9,9,12,12,12,12,12,12,15,15,16,16,16,16,16,18,18,18,18,21,21,10498,10498,10792,11063,11063,11063,11063,11063,11544,11544,11806,11806,11806,11806,11806,11806,12214,12362,12362,12362,12362,12532,12532,12532,12657,12657,12657,12657,12786,12786,12840,12840,12840,12840,12840,13020,13020,13097,13097,13097,13166,13166,13166,13236,13236,13236,13304,13368,13368,13368,13377,13377,13407,13407,13407,13407,13459,13459,13459,13485,13485,13485,13485,13485,13519,13519,13519,13525,13538,13538,13538,13547,13547,13547,13579,13579,13579,13579,13592,13592,13599,13599,13599,13599,13599,13599,13599,13599,13612,13612,13612,13612,13612,13617,13617,13618,13618
,Eritrea,15.1794,39.7823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,6,6,6,12,12,15,15,22,22,29,29,31,31,33,33,34,34,34,34,6657,6661,6663,6667,6669,6671,6671,6674,6680,6680,6680,6685,6694,6694,6694,6697,6709,6722,6722,6722,6723,6723,6725,6729,6734,6737,6741,6741,6755,6758,6764,6764,6767,6773,6774,6776,6778,6780,6788,6788,6789,6792,6795,6798,6800,6806,6816,6831,6834,6839,6860,6881,6910,6910,6943,6948,6959,6979,7003,7013,7039,7051,7055,7063,7076,7091,7112,7133,7156,7175,7188,7223,7250,7269,7285,7305,7318,7341,7358,7393,7412,7442,7458,7458,7484,7513,7533,7583,7616,7629,7646,7656,7675,7686,7713,7731,7753
,Estonia,58.5953,25.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,10,10,10,10,12,16,16,79,115,171,205,225,258,267,283,306,326,352,369,404,538,575,645,679,715,745,779,858,961,1039,1097,1108,1149,1185,1207,1258,1304,1309,1332,146884,147357,147881,148391,148923,149314,149776,150142,150605,151292,151881,152429,153071,153536,153926,154722,155469,156257,156986,157728,158357,158895,159787,160832,161781,162735,163803,164618,165345,166601,167828,168884,170159,171395,172514,173335,174436,175782,177287,178610,180252,182039,183320,184509,186530,188522,190201,192092,193969,195382,196951,199251,201194,202629,204148,205096,205883,206972,208326,209597,210542,211535,212096,212607,213474,214496,215367,216081,216544,217381,217784,218604,219259,219878,220514,221160,221549,221860,222584,223171,223689,224195,224654,224993,225294,225837,226304,226858,227446,227902,228279,228596,229214,229869,230514,231117,231694
,Eswatini,-26.5225,31.4659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,4,4,4,6,9,9,9,9,9,9,9,9,9,9,10,10,12,12,12,12,14,15,44976,45084,45178,45274,45317,45352,45380,45395,45502,45578,45633,45701,45742,45770,45812,45870,45904,45924,45971,46005,46047,46097,46152,46193,46226,46255,46273,46276,46284,46313,46330,46344,46359,46361,46363,46371,46372,46376,46380,46383,46384,46384,46387,46390,46393,46396,46403,46413,46421,46430,46438,46447,46454,46455,46457,46457,46460,46462,46464,46465,46466,46472,46472,46472,46481,46484,46485,46485,46486,46487,46491,46498,46506,46514,46524,46528,46538,46582,46656,46753,46917,47158,47368,47504,47851,48358,49253,50337,51172,52174,52643,53509,54731,56200,57842,58876,59714
,Ethiopia,9.145,40.4897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,6,6,9,9,11,11,12,12,12,16,16,21,23,26,29,29,35,38,43,44,52,55,56,65,69,71,74,323715,325379,327066,328735,330494,332003,332961,333698,335273,336762,338306,339658,340845,341714,342305,343104,344322,345674,347084,347972,348669,349231,350204,351338,352504,353425,354033,354476,355001,355843,356772,357550,358345,358739,359247,359495,359881,360503,361027,361647,362088,362335,362672,363240,363712,364098,364576,364960,365167,365372,365776,366097,366424,366783,367062,367210,367369,367647,367857,368106,368346,368646,368822,368979,369244,369437,369667,369867,370045,370200,370332,370522,370712,370886,371058,371177,371262,371346,371536,371672,371803,371946,372090,372215,372334,372462,372588,372711,372868,373000,373115,373240,373564,373860,374402,375019,375810
,Fiji,-17.7134,178.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,5,5,5,5,5,5,5,5,7,7,12,12,14,15,15,15,16,16,16,16,49113,49244,49390,49587,49719,49880,49959,49959,49959,50270,50447,50540,50701,50755,50807,50872,50953,51023,51130,51168,51202,51224,51273,51328,51386,51426,51483,51499,51535,51535,51648,51648,51701,51701,51701,51846,51846,51909,51909,51977,51977,51977,52028,52028,52079,52079,52141,52141,52141,52180,52180,52209,52209,52247,52247,52247,52298,52298,52356,52356,52397,52397,52397,52429,52429,52444,52444,52453,52453,52453,52468,52468,52474,52474,52494,52494,52494,52506,52506,52532,52532,52543,52543,52543,52562,52562,52567,52567,52577,52577,52577,52593,52593,52604,52604,52623,52623
,Finland,61.92411,25.748151,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,6,6,6,6,12,15,15,23,30,40,59,59,155,225,244,277,321,336,400,450,523,626,700,792,880,958,1041,1167,1240,1352,1418,1446,1518,1615,1882,1927,2176,2308,2487,2605,2769,2905,2974,3064,133851,134305,134827,135314,135815,136206,136257,136257,137117,137594,138068,138578,138578,139405,139678,140087,140889,141552,142114,142114,142114,143416,143999,144665,145354,145679,145679,145679,147297,147919,148672,149174,149897,149897,149897,151207,151787,152099,152707,153156,153156,153156,154888,155547,156286,156959,157531,157531,157531,158991,159798,160948,161688,162476,162476,162476,164492,165302,166256,167119,167119,167119,167119,170285,171222,172373,173632,174823,174823,174823,177439,178527,179534,180878,182284,182284,182284,185622,186538,188108,189730,191226,191226,191226,194638,196180,197476,199257,201051,201051,201051,205357,207033,209258,211239,213318,213318
French Guiana,France,3.9339,-53.1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,7,11,11,11,11,15,18,18,20,23,28,28,28,28,28,43,43,51,51,57,61,61,72,72,77,83,83,83,86,86,36859,37210,37457,37756,38021,38021,38021,38266,38711,38965,39239,39239,39239,39239,39790,39790,40569,40845,40845,40845,40845,41325,41325,41956,41956,42157,42157,42157,42157,42157,42794,42962,43255,43255,43255,43255,43561,43690,43690,43938,43938,43938,43938,44225,44347,44438,44554,44554,44554,44629,44629,44784,44784,44964,44964,44964,45028,45143,45245,45306,45306,45306,45306,45366,45366,45445,45548,45583,45583,45583,45616,45675,45731,45763,45802,45802,45802,45864,45984,46014,46060,46094,46094,46094,46142,46205,46205,46261,46304,46304,46304,46421,46421,46510,46590,46690,46690
French Polynesia,France,-17.6797,149.4068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,6,11,15,18,18,25,25,30,30,30,30,36,36,37,37,39,40,41,42,47,51,51,51,51,53,55,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,45181,45181,45359,45359,45359,45359,45359,45359,45439,45439,45439,45439,45439,45439,45439,45506,45515,45515,45515,45506,45506,45506,45541,45541,45541,45541,45541,45541,45541,45541,45573,45573,45573,45573,45573,45573,45573,45573,45573,45573,45573,45601,45601,45601,45609,45609,45609,45609,45609,45609,45609,45609,45609,45609,45609,45609,46319,46321,46323,46323,46323,46324,46332,46332,46334,46334,46334,46334,46334,46334,46335,46342,46342,46342
Guadeloupe,France,16.265,-61.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,18,27,33,45,53,58,62,62,73,73,73,102,106,106,114,125,128,130,134,135,135,139,141,141,143,143,143,143,49515,51485,51485,51485,51485,51485,51485,52463,52463,52463,52463,53140,53140,53140,53140,53140,53106,53106,53106,53106,53106,53106,53544,53544,53544,53544,53544,53544,53544,53544,53836,53836,53836,53836,53836,53836,54095,54095,54095,54095,54095,54095,54095,54288,54288,54288,54288,54288,54288,54288,54288,54288,54474,54474,54474,54474,54474,54672,54672,54672,54672,54672,54672,54854,54854,54854,54854,54854,54854,54854,55080,55080,55080,55080,55080,55080,55080,55080,55080,55080,55080,55080,55080,55080,55080,55080,55080,55080,55080,55080,55080,55375,55375,55375,55375,55375,55375
